  0.000000000  0.000000000  0.000000000      24
       1      29   -1.509362678   -3.423844285
       1      30   -1.509362678   -3.423844285
       1      31   -1.377810351   -3.150410642
       1      32   -1.377810351   -3.150410642
       1      33   -1.007415359   -2.630965723
       1      34   -1.007415359   -2.630965723
       1      35   -0.468031193   -2.343498623
       1      36   -0.468031193   -2.343498623
       1      37   -0.074357187   -1.901403794
       1      38   -0.074357187   -1.901403794
       1      39    0.835808978   -1.009187307
       1      40    0.835808978   -1.009187307
       1      41    3.769859362    3.115274753
       1      42    3.769859362    3.115274753
       1      43    4.026546319    3.426392734
       1      44    4.026546319    3.426392734
       1      45    4.117665167    3.496432541
       1      46    4.117665167    3.496432541
       1      47    4.284086018    3.687542111
       1      48    4.284086018    3.687542111
       1      49    5.270087873    5.097560561
       1      50    5.270087873    5.097560561
       1      51    5.822285205    5.694370948
       1      52    5.822285205    5.694370948
  0.000000000  0.041666667  0.000000000      24
       1      29   -1.550660767   -3.446563916
       1      30   -1.550660390   -3.446563538
       1      31   -1.399095194   -3.174091291
       1      32   -1.399090548   -3.174086644
       1      33   -1.081140125   -2.757790100
       1      34   -1.081135213   -2.757785188
       1      35   -0.461851501   -2.301827059
       1      36   -0.461848509   -2.301824068
       1      37   -0.091119460   -1.891061759
       1      38   -0.091119044   -1.891061343
       1      39    0.825190973   -1.021300038
       1      40    0.825194242   -1.021296768
       1      41    3.752900142    3.088069867
       1      42    3.752903986    3.088073710
       1      43    3.960042955    3.356842116
       1      44    3.960046771    3.356845932
       1      45    4.056978524    3.433284258
       1      46    4.056980043    3.433285777
       1      47    4.232916635    3.624425926
       1      48    4.232919030    3.624428321
       1      49    5.388605681    5.201941213
       1      50    5.388607006    5.201942538
       1      51    5.857698252    5.728109781
       1      52    5.857698770    5.728110299
  0.000000000  0.083333333  0.000000000      24
       1      29   -1.741698802   -3.588631753
       1      30   -1.741697611   -3.588630562
       1      31   -1.433541791   -3.179113189
       1      32   -1.433535454   -3.179106852
       1      33   -1.204200449   -2.999553872
       1      34   -1.204193416   -2.999546839
       1      35   -0.507284404   -2.323418645
       1      36   -0.507280560   -2.323414801
       1      37   -0.122671776   -1.834169041
       1      38   -0.122669153   -1.834166418
       1      39    0.787692790   -1.063302649
       1      40    0.787698720   -1.063296720
       1      41    3.622658026    2.947986925
       1      42    3.622682317    2.946779807
       1      43    3.751996411    3.100183242
       1      44    3.752020689    3.100387515
       1      45    3.991713554    3.358918755
       1      46    3.991720212    3.358925413
       1      47    4.225314073    3.587159893
       1      48    4.225321834    3.587167654
       1      49    5.616660686    5.416006095
       1      50    5.616662302    5.416007710
       1      51    5.959959674    5.827201569
       1      52    5.959960476    5.827202372
  0.000000000  0.125000000  0.000000000      24
       1      29   -2.060394118   -3.868520383
       1      30   -2.060394079   -3.868520343
       1      31   -1.624238569   -3.369094437
       1      32   -1.624235448   -3.369091316
       1      33   -1.172153224   -3.010435902
       1      34   -1.172151664   -3.010434342
       1      35   -0.646924702   -2.466956888
       1      36   -0.646920715   -2.466952901
       1      37   -0.170957298   -1.776309335
       1      38   -0.170952491   -1.776304528
       1      39    0.708296157   -1.149433912
       1      40    0.708303207   -1.149426862
       1      41    3.370376498    2.689298336
       1      42    3.370398183    2.687816608
       1      43    3.597671098    2.859657183
       1      44    3.597691877    2.859329628
       1      45    3.873457428    3.208579264
       1      46    3.873463171    3.208585006
       1      47    4.363956448    3.706325012
       1      48    4.363962316    3.706330879
       1      49    5.847739620    5.641819414
       1      50    5.847741049    5.641820843
       1      51    6.123169219    5.987956314
       1      52    6.123170029    5.987957124
  0.000000000  0.166666667  0.000000000      24
       1      29   -2.453582437   -4.224799636
       1      30   -2.453580522   -4.224797721
       1      31   -1.907598343   -3.678286270
       1      32   -1.907595422   -3.678283349
       1      33   -1.057567124   -2.883353094
       1      34   -1.057561428   -2.883347398
       1      35   -0.836921193   -2.652579475
       1      36   -0.836912535   -2.652570817
       1      37   -0.266878318   -1.803212929
       1      38   -0.266873333   -1.803207943
       1      39    0.571985103   -1.291600071
       1      40    0.571991358   -1.291593816
       1      41    3.141991130    2.418706961
       1      42    3.142006144    2.417392704
       1      43    3.553620888    2.766403969
       1      44    3.553634978    2.765045886
       1      45    3.728685025    3.012865429
       1      46    3.728689369    3.012869774
       1      47    4.567272705    3.894880073
       1      48    4.567276839    3.894884206
       1      49    6.082817873    5.879895337
       1      50    6.082819012    5.879896476
       1      51    6.343386992    6.207476606
       1      52    6.343387664    6.207477279
  0.000000000  0.208333333  0.000000000      24
       1      29   -2.875914140   -4.611441418
       1      30   -2.875910365   -4.611437643
       1      31   -2.231277545   -4.009070444
       1      32   -2.231273720   -4.009066619
       1      33   -1.097066162   -2.943972888
       1      34   -1.097057001   -2.943963727
       1      35   -0.873110208   -2.624764729
       1      36   -0.873099048   -2.624753569
       1      37   -0.396766215   -1.925978503
       1      38   -0.396762498   -1.925974786
       1      39    0.381633021   -1.482085185
       1      40    0.381637393   -1.482080813
       1      41    3.009594120    2.230919780
       1      42    3.009605744    2.230931405
       1      43    3.535598113    2.751766779
       1      44    3.535605714    2.751774379
       1      45    3.680126036    2.877706314
       1      46    3.680132948    2.877713226
       1      47    4.780114246    4.095116944
       1      48    4.780117442    4.095120140
       1      49    6.335378039    6.143405267
       1      50    6.335378952    6.143406179
       1      51    6.616111580    6.482242402
       1      52    6.616112105    6.482242927
  0.000000000  0.250000000  0.000000000      24
       1      29   -3.268443036   -4.966984784
       1      30   -3.268437102   -4.966978849
       1      31   -2.581048211   -4.350471217
       1      32   -2.581042840   -4.350465847
       1      33   -1.307002698   -3.154053579
       1      34   -1.306998451   -3.154049332
       1      35   -0.785477162   -2.438409239
       1      36   -0.785471148   -2.438403225
       1      37   -0.481082751   -2.092842075
       1      38   -0.481080841   -2.092840165
       1      39    0.171961086   -1.683010318
       1      40    0.171963421   -1.683007983
       1      41    2.980322917    2.143112306
       1      42    2.980332684    2.143122073
       1      43    3.432693822    2.587704616
       1      44    3.432698730    2.587709523
       1      45    3.837295841    3.028826350
       1      46    3.837303347    3.028833856
       1      47    4.975895734    4.280492971
       1      48    4.975898395    4.280495633
       1      49    6.603206530    6.430328318
       1      50    6.603207300    6.430329088
       1      51    6.933488038    6.805884847
       1      52    6.933488463    6.805885273
  0.000000000  0.291666667  0.000000000      24
       1      29   -3.476641839   -5.151735616
       1      30   -3.476633285   -5.151727063
       1      31   -2.938543588   -4.692562853
       1      32   -2.938535161   -4.692554426
       1      33   -1.508288701   -3.358646713
       1      34   -1.508285878   -3.358643890
       1      35   -0.831316831   -2.421003214
       1      36   -0.831313089   -2.420999472
       1      37   -0.423402895   -2.103477989
       1      38   -0.423402141   -2.103477235
       1      39    0.005561298   -1.819586755
       1      40    0.005561621   -1.819586433
       1      41    3.025452723    2.126952301
       1      42    3.025460887    2.126960465
       1      43    3.367897792    2.445141926
       1      44    3.367901475    2.445145608
       1      45    4.059564990    3.274448647
       1      46    4.059571938    3.274455594
       1      47    5.141130109    4.437874513
       1      48    5.141132423    4.437876828
       1      49    6.858968784    6.712265618
       1      50    6.858969197    6.712266031
       1      51    7.280206280    7.164430694
       1      52    7.280206754    7.164431168
  0.000000000  0.333333333  0.000000000      24
       1      29   -3.415118311   -5.121853478
       1      30   -3.415094635   -5.123766325
       1      31   -3.271373471   -5.005371311
       1      32   -3.271347941   -5.006175621
       1      33   -1.683090041   -3.537001586
       1      34   -1.683088061   -3.536999607
       1      35   -0.923968203   -2.536757667
       1      36   -0.923966045   -2.536755508
       1      37   -0.342068035   -2.047164140
       1      38   -0.342067629   -2.047163734
