  0.000000000  0.000000000  0.000000000      18
       1      33   -1.007415359   -2.630965723
       1      34   -1.007415359   -2.630965723
       1      35   -0.468031193   -2.343498623
       1      36   -0.468031193   -2.343498623
       1      37   -0.074357187   -1.901403794
       1      38   -0.074357187   -1.901403794
       1      39    0.835808978   -1.009187307
       1      40    0.835808978   -1.009187307
       1      41    3.769859362    3.115274753
       1      42    3.769859362    3.115274753
       1      43    4.026546319    3.426392734
       1      44    4.026546319    3.426392734
       1      45    4.117665167    3.496432541
       1      46    4.117665167    3.496432541
       1      47    4.284086018    3.687542111
       1      48    4.284086018    3.687542111
       1      49    5.270087873    5.097560561
       1      50    5.270087873    5.097560561
  0.011111111  0.011111111  0.000000000      18
       1      33   -1.024934518   -2.682195303
       1      34   -1.024318023   -2.681531892
       1      35   -0.465827126   -2.313865361
       1      36   -0.464633783   -2.312254412
       1      37   -0.079092421   -1.885661104
       1      38   -0.077604042   -1.883558377
       1      39    0.833602347   -1.008614109
       1      40    0.833647025   -1.008512775
       1      41    3.767220848    3.102944053
       1      42    3.768815701    3.104899017
       1      43    4.012354631    3.405372495
       1      44    4.015656962    3.407697682
       1      45    4.100099125    3.480961155
       1      46    4.102635032    3.482619595
       1      47    4.268987198    3.665760245
       1      48    4.269451046    3.666488091
       1      49    5.298518361    5.111863563
       1      50    5.298677307    5.112203388
  0.022222222  0.022222222  0.000000000      18
       1      33   -1.073980890   -2.757421879
       1      34   -1.068693050   -2.755256160
       1      35   -0.466512505   -2.297850591
       1      36   -0.457276022   -2.289528736
       1      37   -0.094658836   -1.887189933
       1      38   -0.083057626   -1.873393381
       1      39    0.826653312   -1.015579462
       1      40    0.826973444   -1.017701492
       1      41    3.751200658    3.082795118
       1      42    3.761995533    3.094668606
       1      43    3.962135814    3.350143660
       1      44    3.982868976    3.372331903
       1      45    4.051947235    3.434450550
       1      46    4.071554027    3.446774339
       1      47    4.234412611    3.622170061
       1      48    4.241571997    3.631483644
       1      49    5.372907169    5.179970182
       1      50    5.373809726    5.182227314
