# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      37     0.49519     0.29875     0.00000   -0.164205619   -1.756284842   -1.592079223
     1      37     0.50075     0.28911     0.00000   -0.092214688   -1.697179670   -1.604964982
     1      37     0.50631     0.27947     0.00000   -0.164205619   -1.756284842   -1.592079223
     1      37     0.51188     0.26983     0.00000   -0.242348542   -1.822370379   -1.580021837
     1      37     0.51744     0.26020     0.00000   -0.326302923   -1.895147205   -1.568844282
     1      37     0.52301     0.25056     0.00000   -0.415418633   -1.977217797   -1.561799164
     1      37     0.52857     0.24092     0.00000   -0.508607195   -2.073391933   -1.564784739
     1      37     0.53413     0.23129     0.00000   -0.604086240   -2.171842067   -1.567755827
     1      37     0.53970     0.22165     0.00000   -0.698876065   -2.269229006   -1.570352942
     1      37     0.54526     0.21201     0.00000   -0.788003584   -2.367709308   -1.579705725
     1      37     0.55083     0.20238     0.00000   -0.864319891   -2.467736827   -1.603416935
     1      37     0.55639     0.19274     0.00000   -0.921910220   -2.553531159   -1.631620939
     1      37     0.56195     0.18310     0.00000   -0.961729926   -2.616883633   -1.655153707
     1      37     0.56752     0.17347     0.00000   -1.009347217   -2.664253999   -1.654906782
     1      37     0.57308     0.16383     0.00000   -1.040823094   -2.716688313   -1.675865219
     1      37     0.57865     0.15419     0.00000   -1.059510779   -2.757685657   -1.698174878
     1      37     0.58421     0.14455     0.00000   -1.073633106   -2.794317087   -1.720683981
     1      37     0.58977     0.13492     0.00000   -1.086324348   -2.810192708   -1.723868361
     1      37     0.59534     0.12528     0.00000   -1.098830331   -2.826915464   -1.728085133
     1      37     0.60090     0.11564     0.00000   -1.111656684   -2.844875587   -1.733218903
     1      37     0.60646     0.10601     0.00000   -1.131543957   -2.845521531   -1.713977574
     1      37     0.61203     0.09637     0.00000   -1.153756916   -2.876297502   -1.722540586
     1      37     0.61759     0.08673     0.00000   -1.176441609   -2.908467814   -1.732026205
     1      37     0.62316     0.07710     0.00000   -1.199253047   -2.941603547   -1.742350500
     1      37     0.62872     0.06746     0.00000   -1.221757271   -2.971951150   -1.750193878
     1      37     0.63428     0.05782     0.00000   -1.243435300   -2.999385132   -1.755949832
     1      37     0.63985     0.04818     0.00000   -1.263687779   -3.026499148   -1.762811369
     1      37     0.64541     0.03855     0.00000   -1.281844534   -3.052353012   -1.770508478
     1      37     0.65098     0.02891     0.00000   -1.297183255   -3.073173123   -1.775989868
     1      37     0.65654     0.01927     0.00000   -1.308962311   -3.091194740   -1.782232430
     1      37     0.66210     0.00964     0.00000   -1.316469716   -3.106539058   -1.790069342
     1      37     0.66767     0.00000     0.00000   -1.319085657   -3.118171882   -1.799086225
     1      37     0.64541     0.00000     0.00000   -1.308002669   -3.090373357   -1.782370688
     1      37     0.62316     0.00000     0.00000   -1.274611286   -3.044256813   -1.769645526
     1      37     0.60090     0.00000     0.00000   -1.221016919   -2.970146699   -1.749129780
     1      37     0.57865     0.00000     0.00000   -1.151120313   -2.880329242   -1.729208929
     1      37     0.55639     0.00000     0.00000   -1.069124573   -2.772387294   -1.703262722
     1      37     0.53413     0.00000     0.00000   -0.998891905   -2.706008166   -1.707116261
     1      37     0.51188     0.00000     0.00000   -0.924976071   -2.613333885   -1.688357814
     1      37     0.48962     0.00000     0.00000   -0.848053884   -2.518373913   -1.670320029
     1      37     0.46737     0.00000     0.00000   -0.770423258   -2.422985697   -1.652562439
     1      37     0.44511     0.00000     0.00000   -0.694119344   -2.331976529   -1.637857184
     1      37     0.42286     0.00000     0.00000   -0.620912675   -2.245876589   -1.624963914
     1      37     0.40060     0.00000     0.00000   -0.552290648   -2.166799183   -1.614508535
     1      37     0.37835     0.00000     0.00000   -0.489356189   -2.094461322   -1.605105133
     1      37     0.35609     0.00000     0.00000   -0.432545859   -2.033157355   -1.600611495
     1      37     0.33383     0.00000     0.00000   -0.381245720   -1.978467724   -1.597222004
     1      37     0.31158     0.00000     0.00000   -0.334203400   -1.919138565   -1.584935165
     1      37     0.28932     0.00000     0.00000   -0.291608953   -1.864980879   -1.573371926
     1      37     0.26707     0.00000     0.00000   -0.255797339   -1.819900045   -1.564102706
     1      37     0.24481     0.00000     0.00000   -0.228597233   -1.785092195   -1.556494962
     1      37     0.22256     0.00000     0.00000   -0.209919129   -1.761267048   -1.551347919
     1      37     0.20030     0.00000     0.00000   -0.198477724   -1.752533824   -1.554056099
     1      37     0.17804     0.00000     0.00000   -0.192361965   -1.761012557   -1.568650591
     1      37     0.15579     0.00000     0.00000   -0.188870065   -1.781337668   -1.592467603
     1      37     0.13353     0.00000     0.00000   -0.183883108   -1.805709898   -1.621826790
     1      37     0.11128     0.00000     0.00000   -0.171766945   -1.840582234   -1.668815289
     1      37     0.08902     0.00000     0.00000   -0.148932584   -1.876294568   -1.727361984
     1      37     0.06677     0.00000     0.00000   -0.120018601   -1.880188997   -1.760170397
     1      37     0.04451     0.00000     0.00000   -0.094658276   -1.887189380   -1.792531104
     1      37     0.02226     0.00000     0.00000   -0.079092170   -1.885660843   -1.806568672
     1      37     0.00000     0.00000     0.00000   -0.074357187   -1.901403794   -1.827046607
     1      38     0.00000     0.00000     0.00000   -0.074357187   -1.901403794   -1.827046607
     1      38     0.01113     0.01927     0.00000   -0.077604042   -1.883558377   -1.805954336
     1      38     0.02226     0.03855     0.00000   -0.083057626   -1.873393381   -1.790335755
     1      38     0.03338     0.05782     0.00000   -0.083682769   -1.842004167   -1.758321398
     1      38     0.04451     0.07710     0.00000   -0.075286097   -1.799683550   -1.724397453
     1      38     0.05564     0.09637     0.00000   -0.059358516   -1.736175784   -1.676817267
     1      38     0.06677     0.11564     0.00000   -0.040522863   -1.678360082   -1.637837218
     1      38     0.07789     0.13492     0.00000   -0.023034973   -1.634001933   -1.610966960
     1      38     0.08902     0.15419     0.00000   -0.009753244   -1.594069165   -1.584315920
     1      38     0.10015     0.17347     0.00000   -0.002487131   -1.560432429   -1.557945298
     1      38     0.11128     0.19274     0.00000   -0.002636790   -1.544863566   -1.542226775
     1      38     0.12241     0.21201     0.00000   -0.011859874   -1.544460736   -1.532600862
     1      38     0.13353     0.23129     0.00000   -0.032472815   -1.561318655   -1.528845840
     1      38     0.14466     0.25056     0.00000   -0.066742478   -1.592571463   -1.525828985
     1      38     0.15579     0.26983     0.00000   -0.115050651   -1.648185698   -1.533135047
     1      38     0.16692     0.28911     0.00000   -0.175434987   -1.717312432   -1.541877445
     1      38     0.17804     0.30838     0.00000   -0.245317735   -1.797467244   -1.552149509
     1      38     0.18917     0.32766     0.00000   -0.322818930   -1.886272722   -1.563453792
     1      38     0.20030     0.34693     0.00000   -0.406739513   -1.982851057   -1.576111544
     1      38     0.21143     0.36620     0.00000   -0.496113473   -2.085820662   -1.589707190
     1      38     0.22256     0.38548     0.00000   -0.589885707   -2.194280427   -1.604394720
     1      38     0.23368     0.40475     0.00000   -0.686766812   -2.307513244   -1.620746432
     1      38     0.24481     0.42403     0.00000   -0.785184602   -2.424811544   -1.639626942
     1      38     0.25594     0.44330     0.00000   -0.883263210   -2.542510320   -1.659247110
     1      38     0.26707     0.46257     0.00000   -0.978786749   -2.658502730   -1.679715981
     1      38     0.27819     0.48185     0.00000   -1.067263148   -2.794358106   -1.727094958
     1      38     0.28932     0.50112     0.00000   -1.127395765   -2.875942764   -1.748546999
     1      38     0.30045     0.52040     0.00000   -1.176631835   -2.939864947   -1.763233112
     1      38     0.31158     0.53967     0.00000   -1.212705553   -2.990288310   -1.777582757
     1      38     0.32271     0.55894     0.00000   -1.234231540   -3.019791116   -1.785559576
     1      38     0.33383     0.57822     0.00000   -1.241162551   -3.036577553   -1.795415002
     1      38     0.33940     0.56858     0.00000   -1.239555771   -3.029623481   -1.790067711
     1      38     0.34496     0.55894     0.00000   -1.234954437   -3.020451064   -1.785496627
     1      38     0.35053     0.54931     0.00000   -1.227730515   -3.009594987   -1.781864472
     1      38     0.35609     0.53967     0.00000   -1.218297152   -2.996755811   -1.778458659
     1      38     0.36165     0.53003     0.00000   -1.207087675   -2.980427981   -1.773340306
     1      38     0.36722     0.52040     0.00000   -1.194536234   -2.963478905   -1.768942671
     1      38     0.37278     0.51076     0.00000   -1.181060820   -2.946469346   -1.765408526
     1      38     0.37835     0.50112     0.00000   -1.167049204   -2.926959192   -1.759909988
     1      38     0.38391     0.49148     0.00000   -1.152846708   -2.905019406   -1.752172697
     1      38     0.38947     0.48185     0.00000   -1.138744877   -2.883896802   -1.745151926
     1      38     0.39504     0.47221     0.00000   -1.124968453   -2.863937162   -1.738968709
     1      38     0.40060     0.46257     0.00000   -1.110052103   -2.817073233   -1.707021130
     1      38     0.40616     0.45294     0.00000   -1.089421802   -2.790685774   -1.701263972
     1      38     0.41173     0.44330     0.00000   -1.069657923   -2.766177978   -1.696520054
     1      38     0.41729     0.43366     0.00000   -1.050578466   -2.743308863   -1.692730397
     1      38     0.42286     0.42403     0.00000   -1.031713963   -2.713528429   -1.681814466
     1      38     0.42842     0.41439     0.00000   -1.012107558   -2.684443439   -1.672335880
     1      38     0.43398     0.40475     0.00000   -0.989919298   -2.654468524   -1.664549226
     1      38     0.43955     0.39512     0.00000   -0.948863668   -2.589431975   -1.640568307
     1      38     0.44511     0.38548     0.00000   -0.853417523   -2.471159006   -1.617741483
     1      38     0.45068     0.37584     0.00000   -0.739032423   -2.332904244   -1.593871822
     1      38     0.45624     0.36620     0.00000   -0.618829895   -2.191456445   -1.572626550
     1      38     0.46180     0.35657     0.00000   -0.498562692   -2.063084954   -1.564522262
     1      38     0.46737     0.34693     0.00000   -0.380918260   -1.949247177   -1.568328917
     1      38     0.47293     0.33729     0.00000   -0.267445515   -1.839952887   -1.572507372
     1      38     0.47850     0.32766     0.00000   -0.159196924   -1.736217077   -1.577020154
     1      38     0.48406     0.31802     0.00000   -0.056956160   -1.633295069   -1.576338910
     1      38     0.48962     0.30838     0.00000    0.032134433   -1.592850656   -1.624985089
     1      38     0.49519     0.29875     0.00000   -0.026483191   -1.645055763   -1.618572572
     1      38     0.50075     0.28911     0.00000   -0.092214688   -1.697179670   -1.604964982
     1      38     0.50631     0.27947     0.00000   -0.026483191   -1.645055763   -1.618572572
     1      38     0.51188     0.26983     0.00000    0.032134433   -1.592850655   -1.624985088
     1      38     0.51744     0.26020     0.00000   -0.056956160   -1.633295069   -1.576338909
     1      38     0.52301     0.25056     0.00000   -0.159196924   -1.736217077   -1.577020154
     1      38     0.52857     0.24092     0.00000   -0.267445515   -1.839952887   -1.572507372
     1      38     0.53413     0.23129     0.00000   -0.380918260   -1.949247177   -1.568328917
     1      38     0.53970     0.22165     0.00000   -0.498562692   -2.063084954   -1.564522262
     1      38     0.54526     0.21201     0.00000   -0.618829895   -2.191456445   -1.572626550
     1      38     0.55083     0.20238     0.00000   -0.739032423   -2.332904244   -1.593871822
     1      38     0.55639     0.19274     0.00000   -0.853417523   -2.471159006   -1.617741483
     1      38     0.56195     0.18310     0.00000   -0.948863668   -2.589431975   -1.640568307
     1      38     0.56752     0.17347     0.00000   -0.989919298   -2.654468524   -1.664549226
     1      38     0.57308     0.16383     0.00000   -1.012107558   -2.684443439   -1.672335880
     1      38     0.57865     0.15419     0.00000   -1.031713963   -2.713528429   -1.681814466
     1      38     0.58421     0.14455     0.00000   -1.050578466   -2.743308863   -1.692730397
     1      38     0.58977     0.13492     0.00000   -1.069657923   -2.766177978   -1.696520054
     1      38     0.59534     0.12528     0.00000   -1.089421802   -2.790685774   -1.701263972
     1      38     0.60090     0.11564     0.00000   -1.110052103   -2.817073233   -1.707021130
     1      38     0.60646     0.10601     0.00000   -1.124968453   -2.863937162   -1.738968709
     1      38     0.61203     0.09637     0.00000   -1.138744877   -2.883896802   -1.745151926
     1      38     0.61759     0.08673     0.00000   -1.152846708   -2.905019406   -1.752172697
     1      38     0.62316     0.07710     0.00000   -1.167049204   -2.926959192   -1.759909988
     1      38     0.62872     0.06746     0.00000   -1.181060820   -2.946469346   -1.765408526
     1      38     0.63428     0.05782     0.00000   -1.194536234   -2.963478905   -1.768942671
     1      38     0.63985     0.04818     0.00000   -1.207087675   -2.980427981   -1.773340306
     1      38     0.64541     0.03855     0.00000   -1.218297152   -2.996755811   -1.778458659
     1      38     0.65098     0.02891     0.00000   -1.227730515   -3.009594985   -1.781864471
     1      38     0.65654     0.01927     0.00000   -1.234954437   -3.020451061   -1.785496625
     1      38     0.66210     0.00964     0.00000   -1.239555771   -3.029623480   -1.790067709
     1      38     0.66767     0.00000     0.00000   -1.241162551   -3.036577552   -1.795415001
     1      38     0.64541     0.00000     0.00000   -1.234231607   -3.019791178   -1.785559571
     1      38     0.62316     0.00000     0.00000   -1.212705697   -2.990288456   -1.777582759
     1      38     0.60090     0.00000     0.00000   -1.176632063   -2.939865177   -1.763233114
     1      38     0.57865     0.00000     0.00000   -1.127396077   -2.875943077   -1.748547001
     1      38     0.55639     0.00000     0.00000   -1.067263540   -2.794358500   -1.727094960
     1      38     0.53413     0.00000     0.00000   -0.978787220   -2.658503202   -1.679715982
     1      38     0.51188     0.00000     0.00000   -0.883263734   -2.542510845   -1.659247110
     1      38     0.48962     0.00000     0.00000   -0.785185171   -2.424812114   -1.639626943
     1      38     0.46737     0.00000     0.00000   -0.686767417   -2.307513849   -1.620746432
     1      38     0.44511     0.00000     0.00000   -0.589886339   -2.194281059   -1.604394720
     1      38     0.42286     0.00000     0.00000   -0.496114123   -2.085821312   -1.589707190
     1      38     0.40060     0.00000     0.00000   -0.406740170   -1.982851714   -1.576111543
     1      38     0.37835     0.00000     0.00000   -0.322819585   -1.886273376   -1.563453791
     1      38     0.35609     0.00000     0.00000   -0.245318378   -1.797467885   -1.552149507
     1      38     0.33383     0.00000     0.00000   -0.175435607   -1.717313052   -1.541877445
     1      38     0.31158     0.00000     0.00000   -0.115051240   -1.648186285   -1.533135045
     1      38     0.28932     0.00000     0.00000   -0.066743023   -1.592572007   -1.525828984
     1      38     0.26707     0.00000     0.00000   -0.032473301   -1.561319139   -1.528845838
     1      38     0.24481     0.00000     0.00000   -0.011860292   -1.544461152   -1.532600861
     1      38     0.22256     0.00000     0.00000   -0.002637138   -1.544863911   -1.542226773
     1      38     0.20030     0.00000     0.00000   -0.002487412   -1.560432708   -1.557945297
     1      38     0.17804     0.00000     0.00000   -0.009753465   -1.594069383   -1.584315918
     1      38     0.15579     0.00000     0.00000   -0.023035146   -1.634002104   -1.610966959
     1      38     0.13353     0.00000     0.00000   -0.040523008   -1.678360228   -1.637837220
     1      38     0.11128     0.00000     0.00000   -0.059358665   -1.736175928   -1.676817263
     1      38     0.08902     0.00000     0.00000   -0.075286285   -1.799683733   -1.724397448
     1      38     0.06677     0.00000     0.00000   -0.083683009   -1.842004407   -1.758321398
     1      38     0.04451     0.00000     0.00000   -0.083057877   -1.873393646   -1.790335770
     1      38     0.02226     0.00000     0.00000   -0.077604214   -1.883558543   -1.805954330
     1      38     0.00000     0.00000     0.00000   -0.074357187   -1.901403794   -1.827046607
     1      39     0.00000     0.00000     0.00000    0.835808978   -1.009187307   -1.844996285
     1      39     0.01113     0.01927     0.00000    0.833602347   -1.008614109   -1.842216455
     1      39     0.02226     0.03855     0.00000    0.826653312   -1.015579462   -1.842232774
     1      39     0.03338     0.05782     0.00000    0.814183272   -1.019192330   -1.833375602
     1      39     0.04451     0.07710     0.00000    0.795157878   -1.034053183   -1.829211060
     1      39     0.05564     0.09637     0.00000    0.768476561   -1.060250663   -1.828727224
     1      39     0.06677     0.11564     0.00000    0.732579330   -1.136525433   -1.869104763
     1      39     0.07789     0.13492     0.00000    0.683106006   -1.189561887   -1.872667893
     1      39     0.08902     0.15419     0.00000    0.620290352   -1.253723963   -1.874014315
     1      39     0.10015     0.17347     0.00000    0.544578911   -1.329377116   -1.873956027
     1      39     0.11128     0.19274     0.00000    0.458653490   -1.417100281   -1.875753771
     1      39     0.12241     0.21201     0.00000    0.367974808   -1.514025969   -1.882000778
     1      39     0.13353     0.23129     0.00000    0.280916319   -1.601314751   -1.882231070
     1      39     0.14466     0.25056     0.00000    0.207718911   -1.678162221   -1.885881132
     1      39     0.15579     0.26983     0.00000    0.157103289   -1.728646905   -1.885750194
     1      39     0.16692     0.28911     0.00000    0.131804248   -1.760494844   -1.892299092
     1      39     0.17804     0.30838     0.00000    0.127802372   -1.754249567   -1.882051940
     1      39     0.18917     0.32766     0.00000    0.138354323   -1.739240400   -1.877594723
     1      39     0.20030     0.34693     0.00000    0.158246833   -1.716794285   -1.875041117
     1      39     0.21143     0.36620     0.00000    0.185328258   -1.688872048   -1.874200306
     1      39     0.22256     0.38548     0.00000    0.219912804   -1.650114241   -1.870027045
     1      39     0.23368     0.40475     0.00000    0.263431260   -1.606482499   -1.869913759
     1      39     0.24481     0.42403     0.00000    0.317144441   -1.557492992   -1.874637433
     1      39     0.25594     0.44330     0.00000    0.381229620   -1.495683230   -1.876912850
     1      39     0.26707     0.46257     0.00000    0.454270571   -1.422529200   -1.876799770
     1      39     0.27819     0.48185     0.00000    0.533057217   -1.347341166   -1.880398384
     1      39     0.28932     0.50112     0.00000    0.612580217   -1.275868988   -1.888449205
     1      39     0.30045     0.52040     0.00000    0.686208390   -1.201810714   -1.888019104
     1      39     0.31158     0.53967     0.00000    0.746254859   -1.144711881   -1.890966740
     1      39     0.32271     0.55894     0.00000    0.785344657   -1.107837272   -1.893181929
     1      39     0.33383     0.57822     0.00000    0.798691016   -1.107811313   -1.906502329
     1      39     0.33940     0.56858     0.00000    0.795474068   -1.102854740   -1.898328808
     1      39     0.34496     0.55894     0.00000    0.786188246   -1.106860499   -1.893048744
     1      39     0.35053     0.54931     0.00000    0.771558334   -1.119215091   -1.890773425
     1      39     0.35609     0.53967     0.00000    0.752469426   -1.137027864   -1.889497290
     1      39     0.36165     0.53003     0.00000    0.729871241   -1.154654770   -1.884526011
     1      39     0.36722     0.52040     0.00000    0.704696104   -1.176707157   -1.881403261
     1      39     0.37278     0.51076     0.00000    0.677799766   -1.202360982   -1.880160748
     1      39     0.37835     0.50112     0.00000    0.649924575   -1.225287871   -1.875212447
     1      39     0.38391     0.49148     0.00000    0.621681924   -1.244103163   -1.865785087
     1      39     0.38947     0.48185     0.00000    0.593547752   -1.263702929   -1.857250681
     1      39     0.39504     0.47221     0.00000    0.565866216   -1.283788611   -1.849654828
     1      39     0.40060     0.46257     0.00000    0.538857353   -1.301674274   -1.840531627
     1      39     0.40616     0.45294     0.00000    0.512626887   -1.318655705   -1.831282592
     1      39     0.41173     0.44330     0.00000    0.487176015   -1.335563978   -1.822739993
     1      39     0.41729     0.43366     0.00000    0.462410238   -1.352514621   -1.814924859
     1      39     0.42286     0.42403     0.00000    0.438147883   -1.363600642   -1.801748525
     1      39     0.42842     0.41439     0.00000    0.414127371   -1.374982818   -1.789110189
     1      39     0.43398     0.40475     0.00000    0.390014049   -1.387042943   -1.777056992
     1      39     0.43955     0.39512     0.00000    0.365406376   -1.399446567   -1.764852943
     1      39     0.44511     0.38548     0.00000    0.339842573   -1.411199685   -1.751042258
     1      39     0.45068     0.37584     0.00000    0.312807820   -1.425193263   -1.738001083
     1      39     0.45624     0.36620     0.00000    0.283743187   -1.442009690   -1.725752878
     1      39     0.46180     0.35657     0.00000    0.252056178   -1.459303517   -1.711359695
     1      39     0.46737     0.34693     0.00000    0.217134591   -1.477732733   -1.694867324
     1      39     0.47293     0.33729     0.00000    0.178363634   -1.500944362   -1.679307996
     1      39     0.47850     0.32766     0.00000    0.135147480   -1.529624514   -1.664771994
     1      39     0.48406     0.31802     0.00000    0.086941912   -1.561990418   -1.648932330
     1      39     0.48962     0.30838     0.00000    0.039833433   -1.543152005   -1.582985437
     1      39     0.49519     0.29875     0.00000    0.127602746   -1.446482003   -1.574084749
     1      39     0.50075     0.28911     0.00000    0.209182937   -1.365077541   -1.574260478
     1      39     0.50631     0.27947     0.00000    0.127602746   -1.446482003   -1.574084749
     1      39     0.51188     0.26983     0.00000    0.039833433   -1.543152006   -1.582985439
     1      39     0.51744     0.26020     0.00000    0.086941912   -1.561990418   -1.648932330
     1      39     0.52301     0.25056     0.00000    0.135147480   -1.529624514   -1.664771995
     1      39     0.52857     0.24092     0.00000    0.178363634   -1.500944362   -1.679307996
     1      39     0.53413     0.23129     0.00000    0.217134591   -1.477732733   -1.694867324
     1      39     0.53970     0.22165     0.00000    0.252056178   -1.459303517   -1.711359695
     1      39     0.54526     0.21201     0.00000    0.283743187   -1.442009690   -1.725752878
     1      39     0.55083     0.20238     0.00000    0.312807820   -1.425193263   -1.738001083
     1      39     0.55639     0.19274     0.00000    0.339842573   -1.411199685   -1.751042258
     1      39     0.56195     0.18310     0.00000    0.365406376   -1.399446567   -1.764852943
     1      39     0.56752     0.17347     0.00000    0.390014049   -1.387042943   -1.777056992
     1      39     0.57308     0.16383     0.00000    0.414127371   -1.374982818   -1.789110189
     1      39     0.57865     0.15419     0.00000    0.438147883   -1.363600642   -1.801748525
     1      39     0.58421     0.14455     0.00000    0.462410238   -1.352514621   -1.814924859
     1      39     0.58977     0.13492     0.00000    0.487176015   -1.335563978   -1.822739993
     1      39     0.59534     0.12528     0.00000    0.512626887   -1.318655705   -1.831282592
     1      39     0.60090     0.11564     0.00000    0.538857353   -1.301674274   -1.840531627
     1      39     0.60646     0.10601     0.00000    0.565866216   -1.283788611   -1.849654828
     1      39     0.61203     0.09637     0.00000    0.593547752   -1.263702929   -1.857250681
     1      39     0.61759     0.08673     0.00000    0.621681924   -1.244103163   -1.865785087
     1      39     0.62316     0.07710     0.00000    0.649924575   -1.225287871   -1.875212447
     1      39     0.62872     0.06746     0.00000    0.677799766   -1.202360982   -1.880160748
     1      39     0.63428     0.05782     0.00000    0.704696104   -1.176707157   -1.881403261
     1      39     0.63985     0.04818     0.00000    0.729871241   -1.154654770   -1.884526011
     1      39     0.64541     0.03855     0.00000    0.752469426   -1.137027864   -1.889497290
     1      39     0.65098     0.02891     0.00000    0.771558334   -1.119215094   -1.890773428
     1      39     0.65654     0.01927     0.00000    0.786188246   -1.106860503   -1.893048749
     1      39     0.66210     0.00964     0.00000    0.795474068   -1.102854743   -1.898328812
     1      39     0.66767     0.00000     0.00000    0.798691016   -1.107811312   -1.906502328
     1      39     0.64541     0.00000     0.00000    0.785344627   -1.107837305   -1.893181932
     1      39     0.62316     0.00000     0.00000    0.746254809   -1.144711930   -1.890966739
     1      39     0.60090     0.00000     0.00000    0.686208338   -1.201810765   -1.888019103
     1      39     0.57865     0.00000     0.00000    0.612580178   -1.275869027   -1.888449205
     1      39     0.55639     0.00000     0.00000    0.533057202   -1.347341181   -1.880398384
     1      39     0.53413     0.00000     0.00000    0.454270588   -1.422529182   -1.876799770
     1      39     0.51188     0.00000     0.00000    0.381229674   -1.495683176   -1.876912850
     1      39     0.48962     0.00000     0.00000    0.317144535   -1.557492897   -1.874637432
     1      39     0.46737     0.00000     0.00000    0.263431398   -1.606482360   -1.869913758
     1      39     0.44511     0.00000     0.00000    0.219912988   -1.650114056   -1.870027044
     1      39     0.42286     0.00000     0.00000    0.185328490   -1.688871816   -1.874200305
     1      39     0.40060     0.00000     0.00000    0.158247114   -1.716794003   -1.875041117
     1      39     0.37835     0.00000     0.00000    0.138354653   -1.739240071   -1.877594723
     1      39     0.35609     0.00000     0.00000    0.127802741   -1.754249199   -1.882051940
     1      39     0.33383     0.00000     0.00000    0.131804635   -1.760494457   -1.892299092
     1      39     0.31158     0.00000     0.00000    0.157103663   -1.728646535   -1.885750198
     1      39     0.28932     0.00000     0.00000    0.207719240   -1.678161895   -1.885881135
     1      39     0.26707     0.00000     0.00000    0.280916582   -1.601314491   -1.882231073
     1      39     0.24481     0.00000     0.00000    0.367975003   -1.514025776   -1.882000778
     1      39     0.22256     0.00000     0.00000    0.458653622   -1.417100151   -1.875753772
     1      39     0.20030     0.00000     0.00000    0.544578989   -1.329377038   -1.873956027
     1      39     0.17804     0.00000     0.00000    0.620290389   -1.253723927   -1.874014315
     1      39     0.15579     0.00000     0.00000    0.683106009   -1.189561883   -1.872667893
     1      39     0.13353     0.00000     0.00000    0.732579311   -1.136525458   -1.869104768
     1      39     0.11128     0.00000     0.00000    0.768476678   -1.060250544   -1.828727223
     1      39     0.08902     0.00000     0.00000    0.795157970   -1.034053090   -1.829211060
     1      39     0.06677     0.00000     0.00000    0.814183340   -1.019192261   -1.833375601
     1      39     0.04451     0.00000     0.00000    0.826653356   -1.015579418   -1.842232774
     1      39     0.02226     0.00000     0.00000    0.833602368   -1.008614087   -1.842216454
     1      39     0.00000     0.00000     0.00000    0.835808978   -1.009187307   -1.844996285
     1      40     0.00000     0.00000     0.00000    0.835808978   -1.009187307   -1.844996285
     1      40     0.01113     0.01927     0.00000    0.833647025   -1.008512775   -1.842159800
     1      40     0.02226     0.03855     0.00000    0.826973444   -1.017701492   -1.844674936
     1      40     0.03338     0.05782     0.00000    0.815061523   -1.041133079   -1.856194602
     1      40     0.04451     0.07710     0.00000    0.796599342   -1.070489976   -1.867089318
     1      40     0.05564     0.09637     0.00000    0.769787539   -1.096930517   -1.866718056
     1      40     0.06677     0.11564     0.00000    0.733217329   -1.098467979   -1.831685309
     1      40     0.07789     0.13492     0.00000    0.688963107   -1.147349498   -1.836312606
     1      40     0.08902     0.15419     0.00000    0.636227695   -1.203128579   -1.839356274
     1      40     0.10015     0.17347     0.00000    0.576963021   -1.264683291   -1.841646312
     1      40     0.11128     0.19274     0.00000    0.515060183   -1.331354415   -1.846414598
     1      40     0.12241     0.21201     0.00000    0.456616642   -1.399437072   -1.856053714
     1      40     0.13353     0.23129     0.00000    0.409380270   -1.441558232   -1.850938502
     1      40     0.14466     0.25056     0.00000    0.380400945   -1.467516882   -1.847917827
     1      40     0.15579     0.26983     0.00000    0.372388271   -1.464954036   -1.837342307
     1      40     0.16692     0.28911     0.00000    0.382442139   -1.449143780   -1.831585919
     1      40     0.17804     0.30838     0.00000    0.404727548   -1.404134329   -1.808861876
     1      40     0.18917     0.32766     0.00000    0.433899614   -1.357871223   -1.791770838
     1      40     0.20030     0.34693     0.00000    0.467015257   -1.313521244   -1.780536501
     1      40     0.21143     0.36620     0.00000    0.503906784   -1.267490939   -1.771397723
     1      40     0.22256     0.38548     0.00000    0.546486249   -1.212235353   -1.758721602
     1      40     0.23368     0.40475     0.00000    0.597524529   -1.152996421   -1.750520950
     1      40     0.24481     0.42403     0.00000    0.659441917   -1.087900614   -1.747342531
     1      40     0.25594     0.44330     0.00000    0.733434439   -1.008149609   -1.741584049
     1      40     0.26707     0.46257     0.00000    0.818977622   -0.914068339   -1.733045961
     1      40     0.27819     0.48185     0.00000    0.913568124   -0.814554757   -1.728122881
     1      40     0.28932     0.50112     0.00000    1.012491003   -0.714714588   -1.727205592
     1      40     0.30045     0.52040     0.00000    1.108447162   -0.609305003   -1.717752165
     1      40     0.31158     0.53967     0.00000    1.191169935   -0.521288042   -1.712457977
     1      40     0.32271     0.55894     0.00000    1.248087146   -0.460890496   -1.708977642
     1      40     0.33383     0.57822     0.00000    1.268259877   -0.454294729   -1.722554606
     1      40     0.33940     0.56858     0.00000    1.263343921   -0.450140763   -1.713484684
     1      40     0.34496     0.55894     0.00000    1.249264661   -0.459427542   -1.708692203
     1      40     0.35053     0.54931     0.00000    1.227426192   -0.480973265   -1.708399456
     1      40     0.35609     0.53967     0.00000    1.199528861   -0.510837394   -1.710366255
     1      40     0.36165     0.53003     0.00000    1.167298575   -0.541638364   -1.708936940
     1      40     0.36722     0.52040     0.00000    1.132302282   -0.577345558   -1.709647840
     1      40     0.37278     0.51076     0.00000    1.095857392   -0.616589924   -1.712447315
     1      40     0.37835     0.50112     0.00000    1.059008035   -0.652792869   -1.711800905
