0.000000000 -2.275675236 -2.180824960 
0.022253310 -2.293194395 -2.232054540 
0.044515280 -2.342240767 -2.307281116 
0.066763590 -2.412705899 -2.407402366 
0.089025560 -2.486217346 -2.511635841 
0.111278869 -2.525115778 -2.590567570 
0.133532179 -2.513520808 -2.601407199 
0.155789151 -2.478741126 -2.559332581 
0.178042461 -2.436703561 -2.502486808 
0.200304431 -2.424686078 -2.480585652 
0.222557741 -2.593839322 -2.650459923 
0.244811051 -2.771655924 -2.828185365 
0.267068023 -2.952078955 -3.056569854 
0.289321332 -3.144870400 -3.256558154 
0.311574642 -3.314781812 -3.437217761 
0.333836612 -3.449317205 -3.584507006 
0.356084922 -3.547076095 -3.672839601 
0.378346892 -3.616144231 -3.732697262 
0.400600202 -3.664424507 -3.767478867 
0.422853512 -3.696812387 -3.785995616 
0.445115482 -3.716282059 -3.788306567 
0.467363792 -3.725018951 -3.778356877 
0.489625761 -3.725193053 -3.756873327 
0.511879071 -3.727842041 -3.688458958 
0.534132381 -3.824936995 -3.752001019 
0.556389353 -3.906957718 -3.843101191 
0.578642663 -3.948207803 -3.916869939 
0.600904633 -3.978402352 -3.949668502 
0.623157943 -4.019176086 -4.016591222 
0.645411252 -4.038224307 -4.053895823 
0.667668224 -4.044442943 -4.078806934 
0.678801710 -4.042519868 -4.067083307 
0.689930196 -4.035743808 -4.050862756 
0.701055024 -4.021858869 -4.027965474 
0.712183510 -3.997527076 -3.991881857 
0.723311996 -3.958771267 -3.931776064 
0.734436824 -3.925907250 -3.892548014 
0.745565310 -3.896476777 -3.846732179 
0.756698796 -3.853389129 -3.791503655 
0.767827282 -3.796217377 -3.725942943 
0.778947106 -3.728505050 -3.649508916 
0.790080592 -3.657929584 -3.570372868 
0.801209078 -3.594947685 -3.520639694 
0.812328902 -3.583231611 -3.588291114 
0.823462388 -3.569668505 -3.587675474 
0.834590874 -3.553752603 -3.585149002 
0.845715702 -3.535628175 -3.578329831 
0.856844188 -3.515520976 -3.570272073 
0.867972674 -3.493735425 -3.561195948 
0.879097502 -3.470649515 -3.550133660 
0.890225988 -3.446707434 -3.535165382 
0.901359473 -3.422409884 -3.520737844 
0.912487959 -3.398301928 -3.507351766 
0.923607784 -3.374958449 -3.492026508 
0.934741270 -3.352966438 -3.475592741 
0.945869756 -3.332903929 -3.462224978 
0.956994584 -3.315315816 -3.452456847 
0.968123070 -3.300686732 -3.438889009 
0.979251556 -3.289413700 -3.427362601 
0.990376384 -3.281780799 -3.420802384 
1.001504870 -3.277940178 -3.419353109 
1.012633356 -3.281780799 -3.420802384 
1.023766841 -3.289413700 -3.427362601 
1.034886666 -3.300686732 -3.438889009 
1.046020151 -3.315315816 -3.452456847 
1.057148637 -3.332903929 -3.462224978 
1.068268462 -3.352966438 -3.475592741 
1.079401947 -3.374958449 -3.492026508 
1.090530433 -3.398301928 -3.507351766 
1.101655261 -3.422409884 -3.520737844 
1.112783747 -3.446707434 -3.535165382 
1.123912233 -3.470649515 -3.550133660 
1.135037061 -3.493735425 -3.561195948 
1.146165547 -3.515520976 -3.570272073 
1.157299033 -3.535628175 -3.578329831 
1.168427519 -3.553752603 -3.585149002 
1.179547344 -3.569668505 -3.587675474 
1.190680829 -3.583231611 -3.588291114 
1.201809315 -3.594947685 -3.520639694 
1.212929140 -3.657929584 -3.570372868 
1.224062625 -3.728505050 -3.649508916 
1.235191111 -3.796217377 -3.725942943 
1.246315939 -3.853389129 -3.791503655 
1.257444425 -3.896476777 -3.846732179 
1.268572911 -3.925907250 -3.892548014 
1.279706397 -3.958771267 -3.931776064 
1.290826221 -3.997527076 -3.991881857 
1.301959707 -4.021858869 -4.027965475 
1.313088193 -4.035743808 -4.050862757 
1.324208018 -4.042519868 -4.067083308 
1.335341503 -4.044442943 -4.078806933 
1.357601503 -4.038224364 -4.053895883 
1.379851503 -4.019176190 -4.016591327 
1.402111503 -3.978402547 -3.949668697 
1.424361503 -3.948207620 -3.916869758 
1.446621503 -3.906957642 -3.843101121 
1.468881503 -3.824937157 -3.752001173 
1.491131503 -3.727842273 -3.688459161 
1.513391503 -3.725192852 -3.756873126 
1.535641503 -3.725018735 -3.778356660 
1.557901503 -3.716281846 -3.788306353 
1.580151503 -3.696812193 -3.785995422 
1.602411503 -3.664424354 -3.767478714 
1.624661503 -3.616144151 -3.732697181 
1.646921503 -3.547076128 -3.672839634 
1.669181503 -3.449317387 -3.584507187 
1.691431503 -3.314782124 -3.437218074 
1.713691503 -3.144870779 -3.256558534 
1.735941503 -2.952079364 -3.056570265 
1.758201503 -2.771656164 -2.828185606 
1.780451503 -2.593839585 -2.650460188 
1.802711503 -2.424686494 -2.480586033 
1.824971503 -2.436704044 -2.502487291 
1.847221503 -2.478741504 -2.559332959 
1.869481503 -2.513521053 -2.601407444 
1.891731503 -2.525115796 -2.590567587 
1.913991503 -2.486217180 -2.511635672 
1.936241503 -2.412705781 -2.407402245 
1.958501503 -2.342240744 -2.307281090 
1.980751503 -2.293194424 -2.232054547 
2.003011503 -2.275675236 -2.180824960 

0.000000000 -2.275675236 -2.180824960 
0.022253310 -2.292577900 -2.231391129 
0.044515280 -2.336952927 -2.305115397 
0.066763590 -2.392884495 -2.416979037 
0.089025560 -2.435753666 -2.510883849 
0.111278869 -2.442245847 -2.558348149 
0.133532179 -2.414579550 -2.556377254 
0.155789151 -2.367355275 -2.509045514 
